function	FOCUS_401	FOCUS_402	FOCUS_410	FOCUS_413	FOCUS_414	FOCUS_417	FOCUS_428	FOCUS_431	FOCUS_433	FOCUS_444	FOCUS_445	FOCUS_450	FOCUS_454	FOCUS_457	FOCUS_461	FOCUS_463	FOCUS_488	FOCUS_498	FOCUS_509	FOCUS_528	FOCUS_541	FOCUS_546	FOCUS_547	FOCUS_551	FOCUS_554	FOCUS_558	FOCUS_562	FOCUS_564	FOCUS_570	FOCUS_579	FOCUS_582	FOCUS_586	FOCUS_592	FOCUS_597	FOCUS_609	FOCUS_610	FOCUS_621	FOCUS_625	FOCUS_626	FOCUS_632	FOCUS_659	FOCUS_665	FOCUS_667	FOCUS_672	FOCUS_676	FOCUS_679	FOCUS_688	FOCUS_697	FOCUS_698	FOCUS_701	FOCUS_711	FOCUS_713	FOCUS_725	FOCUS_733	FOCUS_754	FOCUS_763	FOCUS_780	FOCUS_784	FOCUS_786	FOCUS_795	FOCUS_796	FOCUS_804	FOCUS_805	FOCUS_806	FOCUS_812	FOCUS_827	FOCUS_831	FOCUS_832	FOCUS_833	FOCUS_838	FOCUS_846	FOCUS_848	FOCUS_857	FOCUS_871	FOCUS_874	FOCUS_885	FOCUS_889	FOCUS_900	FOCUS_905	FOCUS_911	FOCUS_921	FOCUS_925	FOCUS_930	FOCUS_931	FOCUS_939	FOCUS_940	FOCUS_957
K00035	0	0	0.92	0	0	0	0	4.5	0	0	0	0	1.17	0	0	0.33	0	0	0	0	0	0	8.51	0	0	0.5	0.25	0	0	0	0	0	0.17	0	0	0	0	0.33	0	0	0.33	0.17	0	0	0.17	0	0	0.17	1.92	0.67	0.33	4.92	0	1.17	0	2.17	0	0	0	0	0	0	0	0	0.5	0	0	0.83	0	1	0	0.17	0	0.75	0.5	0	1	0	0	0.92	0	0	0	0.33	0	0	0
K00036	968.76	818.3	404.35	1279.43	357.58	645.25	871.06	126.96	710.59	1505.51	732.86	383.64	866.66	967.96	594.29	518.88	451.89	1265.42	418.69	438.04	732.22	1109.33	410.56	328.39	1499.99	425.52	1233.66	436.78	769.97	890.76	272.44	1510.44	215.42	870.15	826.32	1019.32	1002.52	727.4	831.43	1253.94	675.25	506.8	1236.97	889.38	1032.77	1074.74	917.48	668.33	1270.73	625.24	681.35	930.08	666.17	724.75	268.92	959.34	1142.11	912.01	1117.03	287.63	629.19	510.34	801.21	898.52	906.03	1217.13	421.16	859.22	697.16	594.74	920.94	663.78	1054.74	1108.35	1082.78	1005.32	875.25	419.59	136.26	888.95	546.34	497.4	1286.02	580.09	1213	861.29	1117.73
K00038	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67	0	0	0.33	0	0	0	0	0	0	0	0.67	0.33	0	0.33	1.26	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67	1.33	0	0.33	0.33	0	0.83	0	0	0	0.67	0	0	0
K00039	0	0	0	9.99	0	0	0	0.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.83	0	0	0	0.54	0	0	0	0	0	0	0	0	0	38.49	0.5	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	2.38	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0.25	0	0	0	0	0	48	0	0	0	0	0	0	0	0
K00040	24.21	128.34	121.59	144.7	128.86	58.2	334.39	367.83	74.61	106.18	241.92	161.7	543.65	139.7	109.87	136.66	70.16	166.95	156.44	143.56	578.08	578.34	229.43	68.47	242.95	269.14	155.49	204.23	92.99	179.95	134.63	99.82	142.54	525.74	221.34	117.57	293.34	151.12	277.28	157.6	216.26	163.69	80.39	114.83	206.87	56.67	137.21	232.83	178.75	253.34	169.51	277.1	227.93	148.85	274.54	237	59.34	213.57	76.28	128.71	267.04	43.02	122.23	118.18	132.37	116.84	128.42	70.11	269.21	156.03	214.22	211.46	304.08	245.68	291.86	72.97	101.59	129.48	173.64	353.84	206.88	292.13	281.35	100.56	307.98	93.05	753.32
K00041	829.63	858.46	1079.06	1336.49	482.31	668.43	1141.36	393.97	990.97	618.65	1038.96	909.39	887.84	1059.95	597.61	296.91	772.29	1357.76	495.04	1334.94	1151.52	1023	426.72	316.15	1362.57	845.24	1284.69	576.24	546.1	931.79	570.98	1589.01	1175.49	766.38	529.66	1063.17	997.54	807.61	788.19	1270.82	806.29	572.07	1072.31	762.9	1014.03	1149.59	1091.44	786.68	1339.86	666.23	979.91	1075.48	639.12	751.35	911.73	1111.25	830.2	857.75	1077.51	1381.05	821.32	511.14	838.06	192.45	820.61	1236.23	462.89	781.04	1015.64	898.32	909.96	519.77	1183.26	1216.2	1382.36	930.01	1012.4	1176.27	1345.84	992.14	740.34	919.9	1241.73	1388	930.37	738.44	1167.24
K00042	167.82	146.92	322.83	249.46	234.08	279.79	460.67	1955.83	358.37	127.59	210.76	292.25	1405.65	193.21	283.14	565.79	481.47	230.77	82.72	152.26	574.29	1172.24	483.22	170.42	113.47	256.08	263.25	225.52	885.9	499.23	233.81	508.93	254.45	1548.41	571.72	588.04	594.21	471.77	675.22	506.7	492.89	250.19	416.19	100.01	204.8	634.12	450.92	328.92	452.99	766.06	425.41	333.49	389.96	261.76	111.45	234.8	140.1	430.1	198.25	170.29	297.95	807.36	137.53	326.21	390.3	159.42	208.92	484.39	389.7	362.12	348.84	1307.37	369.78	237.4	838.36	257.58	137.93	281.7	157.24	546.45	107.02	339.8	398	100.44	917.51	294.41	2108.78
K00043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00045	40.8	0.8	33.92	10.4	2	61.4	83.6	3.83	41	20.8	15.2	11.2	12.17	71.4	53.6	30.13	27.4	88.2	34.2	21.2	28	57.8	281.78	10	5.8	106.3	124.85	8.2	53.6	26.6	8.4	263.6	9.97	13.4	30.4	12.8	8.93	113.43	40.4	24.2	21.13	74.57	29.25	26	0.17	29.2	30	12.37	133.92	54.47	11.13	50.32	13.8	15.47	122.6	941.17	2	77.2	23	7.8	5.2	28.8	8	0	34.8	184.4	4.4	12.03	379.8	159.7	34	35.97	77	36.95	44.3	65.4	15.8	5.2	2.4	26.52	24.2	15	102.4	68.53	327.2	24.4	7.4
K00046	1234.22	1423.54	1546.57	1688.85	1967.93	1606.04	1206.75	499.81	1273.55	1045.45	1358.76	1781.56	1125	1212.54	1097.04	521.09	1139.94	1562.62	1602	1779.42	1221.92	1673.9	890.02	1169.29	902.2	1233.74	1824.83	1056.56	1293.48	1433.76	939.48	1853.04	1643.16	1022.22	1251.82	1521.6	1351.53	975.32	1075.79	1562.71	1183.35	1053.08	1461.64	1498.28	1840.68	1153.22	1667.39	984.09	1478.52	1438.22	1823.85	1276.3	1251.38	929.83	1563.54	1209	578.71	1529.96	1142.39	1566.54	1536.34	719.57	1089.1	2020.97	1291.31	1605.19	954.69	1370.33	1031.26	1336.81	1387.61	885.19	1527.93	1618.69	1870.98	1158.05	1009.05	1498.5	1387.58	1221.99	1689.89	1022.07	1416	1565.29	1053.95	1166.27	1495.59
K00048	993.57	662.5	531.81	1493.18	526.83	1132.13	1486.76	2112.83	1299.78	760.6	787.22	675.66	1315.75	1808.51	841.58	746.99	731.61	1361.74	630.16	518.62	1617.59	1539.21	1692.06	1223.01	612.18	792.72	1419.1	1168.74	1386.27	1485.18	606.1	1928.62	592.41	881.61	1172.86	1575.92	1195.58	1249.82	1030.87	1367.95	1210.64	1106.48	1530.6	850.3	1189.06	1210.92	1245.17	1161.94	1634.08	775.45	1267.77	1334.82	734.67	1101.35	588.54	1258.34	367.5	1063.03	1130.47	564.31	1106.59	862.21	1200.71	1137.71	1135.41	1361.81	839.99	1271.56	1724.67	742.37	1068.41	1635.63	1327.14	1383.74	1509.01	1170.68	624.13	888.53	329.08	1082.68	1690.25	1160.14	1374.06	480.23	1143.13	1766.29	1308.05
K00050	194.56	81.5	55.65	134.21	178.06	82.84	288.78	1791.28	81.68	41.62	39.29	198.97	15.04	61.67	246.7	151.68	27.28	165.17	21.69	102.18	156.72	66.3	395.37	59.49	71.12	133.48	82.26	57.59	322.39	396.77	31.25	438.47	24.83	35.95	531.34	355.42	123.59	387.91	116.06	188.12	434.44	90.84	86.34	49.01	48.48	511.26	264.66	219.32	239.55	465.68	166.76	58.15	136.41	231.45	56.34	40.83	76.23	126.17	34.15	53.74	77.77	838.13	110.62	47.47	204.4	95.4	132.17	567.59	241.33	308.1	116.31	380	72.61	11.4	501.33	129.61	61.7	175.68	78.49	126.8	47.07	76.31	294.21	51.77	184.33	137.21	98.89
K00052	2343.02	2236.53	2323.84	2388.76	3078.31	2511.39	2335.49	2787.71	2565.66	2566.72	2175.61	2413.48	1873.71	2368.06	2372.08	2153.58	1489.81	2458.15	2269.09	2404.86	2050.12	2279.11	2805.33	2055.64	2389.33	2171.57	2374.72	2053.04	2650.71	2738.88	2068.61	2485.09	1974.86	1681.61	2505.08	2503.33	2180.05	2115.75	2203.53	2239.21	2271.34	2206.28	2198.07	2563.54	2729.69	2382.93	2719.2	2138.02	2172.19	2442.97	2663.67	2217.34	2348.21	2422.95	1734.73	1931.34	2265.28	2135.18	2183.84	2164.15	2344.94	2288.27	2250.4	2515.5	2377.69	2261.34	2225.99	2494.78	2615.7	2267.44	2603.28	2623.34	1892.79	2471.56	2875.33	2038.64	2070.05	1692.47	2194.26	2212.76	2133.76	1871.66	2066.4	2196.89	1956.45	2521.78	1728.06
K00053	2363.06	2414.23	2356.79	2363.98	3145.74	2304.15	2269.37	2704.03	2545.39	2576.87	2202.96	2594.37	1939.61	2299.89	2357.68	2296.53	1747.92	2428.4	2614	2398.84	2065.29	2265.94	2769.23	2050.31	2375.67	2170.29	2298	2036.15	2623.07	2732.57	2088.72	2443.09	2174.02	1679.72	2512.09	2468.81	2174.16	2108.16	2197.54	2208.41	2458.24	2203.63	2321.43	2563.66	2734.02	2574.59	2715.7	2128.72	2076.92	2419.74	2658.5	2188.41	2320.81	2380.69	2241.36	1921.23	2260.95	2314.16	2045.95	2158.32	2369.04	2285.88	2242.77	2503.35	2371.49	2255.42	2209.71	2476.61	2440.54	2254.68	2584.36	2632.33	2085.59	2440.57	2531.39	2029.51	2355.55	2563.17	2200.3	2140.7	2116.98	1868.12	2011.44	2186.68	1924.58	2493.19	1943.96
K00054	9.93	0	117.95	2.12	1.6	11.5	30	55.73	0	1.8	0.6	1	0	0.5	3.9	2.67	16.85	14.8	2.5	0.8	9.15	7.1	14.7	2.4	0.6	0	5.75	25.4	16.93	7.28	1	23.6	2.35	1	2	12.2	13.1	15.65	2.95	12.2	6.78	4.3	5.4	0.4	38.95	2.1	1.5	23.58	51.12	3.7	1.4	37.56	23.4	9.7	4.2	25.2	3.55	1	14.25	1.8	1.8	4.1	0.8	5	11.1	1.5	5.65	6.4	91.8	5.4	0	0.4	43	10.2	169.55	3.5	33.95	5.5	3.08	115.35	1	10.95	43.2	12.63	14.8	0.57	5.77
K00055	0	0.6	0	9.99	0	0.4	0	0.2	0	0	0	0	1.6	0	1.2	0	0	0.2	0	0.6	0	0	1.5	0	0	0	0	0	1.14	0	0	0	0	0	0	1.8	38.49	0.4	0.12	3.8	0.8	1	1.4	0	0	0	1.2	0	0.4	21	0	3	0.42	17.23	0	0	0	2.38	0	0	0	0	0	0	0	0.8	0.8	0	0	1	31.14	0	1.65	14	0	1.8	0	0	48	0.4	0	0	89.34	0	3.2	1.4	0
K00057	2351.35	2459.93	2410.83	2309.65	3010.96	2319.88	2294.81	2694.29	2395.25	2646.06	2295.05	2696.68	1794.33	2308.5	2269.78	2493.44	2017.89	2372.07	2634.18	2389.24	2055.25	2391	2914.72	2055.85	2733.62	2172.27	2312.08	2030.5	2649.35	2684.03	1871.49	2488.31	2045.88	1679.19	2371.91	2510.77	1916.27	2117.48	2193.38	2211.14	2565.37	2163.86	2362.63	2582.76	2847.17	2561.68	2677.73	2146.6	2092.02	2125.25	2663.53	2216.61	2407.68	2340.58	2331.82	1959.97	2584.44	2347.24	2058.16	2158.69	2354.81	1539.37	2278.05	2358.19	2324.66	2221.98	2136.29	2511.85	2298.55	2023.97	2636.07	2555.96	2074.63	2594.04	2532.03	2019.31	2367.97	2334.04	2172.47	2068.83	2112.41	1874.83	1879.44	2192.32	1836.94	2449.38	1950.14
K00058	3020.66	2855.92	3069.93	2879.62	3579.44	2916.81	3349.43	4861.74	3052.11	3241.68	3038.7	3397.39	2745.74	2850.41	2985.01	3372.79	2412.61	3132.49	3399.97	2851.55	3099.76	3178.4	3889.88	2576.32	3165.96	2622.54	2794	2478.07	3942.4	3916.52	2543.36	3040.1	2301.38	2346.21	3549.54	3471.18	2885.26	2780.14	2823.9	2913.19	3550.31	2661.55	2913.36	3116.4	3356.65	3588.24	3528.93	2756.95	2612.65	3055.83	3695.3	3156.68	3259.46	3643.77	2869.59	2475.11	3140.84	3035.16	2332.35	2385.37	3007.14	2518.48	2672.43	2773.39	2873.99	2652.05	2772.48	3504.09	2758.79	3012.91	3259.88	3815.28	2441	3106.93	3548.16	2451.19	3283.18	3300.55	2602.99	2656.93	2354.02	2104.9	2420.96	2455.73	2591.97	3165.4	2887.83
K00059	5751.54	5635.32	5080.82	6228.85	7187.64	5553.95	6403.66	7969.74	5890.14	6054.95	5537.61	6137.35	4321.12	6180.63	5791.51	6224.24	5215.46	6614.57	5433.46	5200.47	5345.24	5743.11	7154.12	4870.74	6552.69	5438.17	6408.07	5240.25	6459.67	6364.73	4863.38	7010.96	4993.21	3292.82	6016	6510.6	5069.16	5668.98	5327.51	5530.08	6596.25	5847.24	6022.73	6487.21	6592.46	6591.65	6897.47	5760.55	5364.53	5537.98	6829.33	5363.18	5593.46	5024.99	5102.41	4826.57	6161.64	5472.55	5915.81	4874.42	5899.48	4682.16	5312.14	4507.72	5639.63	6038.46	5233.07	7040.67	6165.16	4766.26	6294.94	6357.91	5458.61	5862.19	6812.37	5328.73	5420.72	5838.2	5272.2	4891.93	5015.12	5356.62	5928.74	5000.75	4776.04	6428.14	3867.02
K00060	103.15	12.75	33.3	39.5	34.47	79.6	84.24	242.32	48.98	58.95	27.95	5.2	438.86	73.27	114.47	21.79	28.33	94.93	132.49	13.65	166.17	353.83	115.75	30.91	79.2	42.33	114.65	16.95	78.46	71.18	14.55	257.75	30.81	519.84	26.67	38.98	149.34	105.18	229.6	104.96	59.09	47.82	115.97	56.3	13.88	20.17	73.58	11.66	211.46	144.02	33	104.38	146.92	55.66	91.68	421.62	28.74	182.56	15.23	23.35	48.28	24.47	21.36	44.68	105.32	154.99	24.39	145.3	454.62	112.23	197.19	167.53	189.47	171.64	304.69	42.43	9.57	25.05	55.72	321.85	21.5	20.27	209.45	36.55	434.13	66.73	678.85
K00064	0	0	0	0	0.43	0	0	0	0	0	0	0	0	0	0	0	0.43	0	0	0	1	0	2.17	0	0	0	6.89	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	11	15.57	0	0	0.43	98.28	0	0	0	0	0	0	0	0	0	0	0	1	1.85	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	17.85
K00065	30.07	9.1	23.22	35.61	8.46	22.53	15.75	27.63	38.15	4.67	8.33	10.26	447.61	104.51	35.38	7.75	13.96	32.66	34.59	22.73	119.88	310.03	126.05	15.07	11.09	16.77	38.73	53.05	52.51	13.45	14.93	22.4	22.55	509.06	10.07	42.33	204.75	33.44	187.31	122.29	30.31	51.15	37.62	23.02	14.6	10.16	86.84	20.81	35.29	277.52	54.79	68.33	114.34	162.29	11.67	17.6	8.04	207.52	0	28.33	69.26	3.57	43.75	42.81	59.97	77.12	40.56	8.93	22.47	34.33	99	140.92	169.78	99.78	116.12	17.66	3.77	15.64	108.17	149.47	3.27	12.6	83.81	15.46	253.41	48.72	664.18
K00066	14.4	0	0	1.25	0.5	0	15.4	0	94.65	39.25	0	0	0	5.6	0	0	2.6	36	0	46.35	0	20.6	0.75	0	11.75	5.4	1	13.25	36.25	84	14.25	134.6	14.75	5.2	0.8	0	296.75	93.7	0	93.75	10	0	48.75	1	0	0	1.4	36.15	0	25	0	7	2.25	0	0	0	0	40	0	0.6	5.5	8.2	0	0	13.5	14.5	0	0	0	30	27.25	0	0	0	0	0	0	6.55	1	0	41.15	8.6	0	3.25	0	0	4
K00067	2357.67	2563.3	2487.6	3404.54	3294.29	2663.91	3253.73	4241.12	2843.71	2884.03	2447.21	2786.84	1678.02	2842.14	2377.49	2651.41	2225.03	3142.45	2753.94	2530.61	2645.16	2600.62	3518.29	2005.61	2751.6	2604.99	3240.28	2096.65	3011.52	3154.93	2112.02	4030.84	2229.07	1215.36	3072.5	3183.22	2175.26	2754.8	2311.97	2715.12	3325.51	2547.95	3049.63	2717.4	3578.64	3164.7	3487.59	2436.9	3041.62	2664.6	3056.93	2670.47	2260.76	2052.34	2267.86	3433.16	2317.71	2556.05	2425.35	2136.22	2648.96	2701.06	2545.65	3397.95	2877.56	3123.15	2157.13	2875.31	2852.38	2231.48	2661.87	2869.59	2422.55	3067.71	3037.35	2558.1	2350.84	2582.33	2127.98	2117.92	2281.51	1950.99	2943.56	2147.19	2103.99	3161.78	1528.39
K00068	1.53	6.87	47.21	18.42	10.47	3.99	50.38	61.59	25.32	59.07	82.65	13.4	856.12	0	20.96	15.25	1.86	27.39	39.91	1.01	368.77	585.28	30.61	17.27	2.13	24.61	56.3	28.24	81.19	7.98	3.6	32.46	22.05	1003.38	5.95	3.06	161.69	46.24	364.04	148.86	2.62	12.66	49.84	4.16	39.98	7.22	79.58	5.67	98.66	185.96	7.59	89.76	185.58	73.62	17.43	24.97	13.27	275	9.87	3.2	62.26	8.28	44.58	42.61	93.56	27.18	14.92	8.26	3	2.77	190.18	264.97	133.53	19.2	155.78	0	17.14	19.46	54.17	208.83	9	4.85	97	11	379.79	6	1323.98
K00073	0	1.17	25.3	2.87	1.14	0.4	0.29	0.2	0	0	0	0	430.21	0	11.45	1.29	0.43	12.33	16.46	0.6	110.15	345.11	1.57	8.14	0	2.28	15.28	7.85	38.34	1.71	0	0	10.86	499.86	0.14	1.8	112.03	0.4	177.14	78.23	1.51	4.99	35.24	0.85	0.43	3.57	36.64	5.71	34.47	92.72	0	36.85	91.59	38.04	5	5.57	5.71	119.14	0	1	28.13	0	0.69	26.49	47.86	11.66	0.8	1.43	0	1.43	83.42	129.28	64.4	25.6	77.29	1.8	0.57	2	2.14	148.14	0	1.57	11.88	4.33	188.38	1.4	661.48
K00074	619.6	848.6	912.45	483.98	888.35	362.77	860.02	671.57	630.6	946.36	830.51	547.68	691.05	550.48	645.66	747.63	667.2	679.92	462.48	787.72	635.83	658.98	1049.59	716.44	1077	809.65	528.14	728.82	601.52	532.93	629.46	441.55	375.31	296.36	958.71	587.75	860.56	627.3	776.68	659.8	934.04	931.85	309.17	882.32	673.36	589.45	552.08	832.42	579.54	665.46	1040.49	966.77	1224.19	258.87	648.29	624.95	1263.16	1018.7	827.21	362.44	717.02	171.46	705.86	315.38	433.13	553.86	811.91	855.39	1198.94	720.95	827.97	486.41	738.16	342.01	1267.03	677.39	1044.98	956.32	799.91	589.05	250.22	906.05	651.75	375.18	342.46	816.39	308.04
K00075	2391.58	2504.26	2533.24	2462.95	3160.54	2503.67	2304.36	2563.99	2587.07	2681.12	2340.99	2721.42	2145.34	2360	2335.3	2528.07	2185.75	2546.55	2641.99	2470.1	2029.85	2388.7	2890.83	2057.15	2667.02	2180.55	2379.13	2116.78	2688.54	2706.75	2194.99	2461.59	2190.68	1688.02	2545	2488.43	2189.38	2134.31	2193.22	2340.48	2558.65	2224.34	2307.76	2544.38	2756.78	2602.71	2755.43	2168.86	2096.95	2480.19	2684.72	2532.52	2500.02	2402.14	2321.57	2097.71	2600.88	2470.83	2273.98	2223.17	2400.66	2297.01	2305.01	2524.32	2475.37	2259.85	2232.73	2391.62	2447.57	2281.72	2584.23	2657.81	2126.33	2339.31	2617.55	2038.04	2392.2	2624.22	2211.87	2015.69	2136.13	1883.62	2031.23	2207.24	1934.24	2531.68	1950.93
K00076	35.65	59.66	46.73	39.02	7.67	28.16	42.67	115.33	62.1	84.21	149.43	55.67	583.08	7.5	43.89	168.64	11.93	34.8	58.09	13.42	138.45	282.02	51.65	17.24	352.11	50.5	76.88	28.79	60.66	19.56	44.47	10.04	54.71	511.86	18.88	38.62	86.22	52.66	202.91	85.18	24.38	41.64	45.21	37.8	246.02	20.57	65.15	22.81	66.03	168.7	21.66	96.17	137.74	37.72	23.25	94.04	355.16	170.74	52.78	65.1	104.46	20.47	20.69	49.88	147.64	33.86	24.82	17.93	116.7	10.75	99.32	155.88	92.46	77.89	162.01	25.45	5.82	31.62	10.95	136.62	20.63	15.33	34.96	13.3	340.93	46.24	669.84
K00077	1442.73	1124.35	941.92	1710.23	906.03	1405.45	1540.48	987.11	1243.08	1131.02	1342.05	971.71	1488.01	1617.37	1448.77	791.45	1088.41	1790.17	883.68	775.15	1417.26	1258.92	1045.67	1309.84	1586.31	1343.03	1778.07	1602.61	1026.15	1415.77	1609.25	1692.18	1026.63	1166.09	1099.8	1483.02	1615.97	1292.69	1351.71	1825.11	1230.08	1607.56	1547.22	1258.12	1449.8	1304.65	1462.66	1456.92	1614.38	1503.43	1461.52	1461.88	1191.1	1756.4	888.71	1495.85	1312.17	1397.19	1442.01	698.06	1636.61	1397.95	1283.86	1234.62	1273.86	1748.59	1034.05	1498.26	1473.87	1447.41	1304.6	966.06	1418.93	1547	1519.5	1556.2	1206.98	854.37	891.02	1735.36	1938.15	1546.36	1766.37	655.71	1414.8	1471.69	1284.32
K00082	89.5	22	13	1.83	12.5	218.67	42.17	23	490.5	10.5	22.17	2	8.5	589.5	147.5	3.17	5.5	48	59.5	22	0	43	765.83	73.5	4.5	12.33	85.83	3.5	18.16	4	4	55	6	44	104	47	130.17	22	9	0	17	30.5	16	30.5	117	2	90.5	9.5	0	72	6.67	63.5	6	278.5	28.67	0	11.5	84	125	21.83	5	290.5	264	72.5	0	37	257	35.5	808.5	41	0	344.5	179.67	169.33	37	85.5	7	25	2.5	40.5	26.5	0	20	21.83	12	301.5	30.5
K00086	1	0.6	2.33	9.99	13	31.74	0	0.2	0	0	0	3	1.6	35.67	10.53	0	4.67	0.53	2.67	16.6	0	10.67	1	2.33	0	3.33	0	0	1	20.33	0	0	0	0	1	1.8	38.49	0.4	0.12	60.13	12.13	3.33	74.07	2	0	0	0.2	0	0.4	28.66	0	0	1	15.9	0	16.33	0	2.38	0	0	3.33	0	6	0	0	0.8	2.47	0	0	6.33	150	0	1.65	13.6	0	1.8	0	41.67	74	1.4	0	0	9.2	0	3.2	120.74	0
K00087	92.25	57.56	68.01	33.14	45.75	54.55	89.26	131.17	68.08	150.23	51.3	64.02	469.17	46.26	53.21	23.82	41.26	95.35	48.5	46.2	126.23	301.26	132.01	157.39	42.88	72.18	125.39	52.57	91.97	63.54	15.7	96.82	41.23	507.52	24.86	146.44	235.16	37.85	225.85	135.08	103.11	86.59	76.16	227.82	146.13	60.81	78.25	49.84	91.87	221.53	142.58	129.46	307.88	122.85	99.84	53.72	73.47	278.38	22.22	17.53	81.97	22.48	55.68	52.8	78.47	72.55	74.66	202.27	173	151.58	182.52	203.89	183.81	94.77	320.72	56.53	38.5	124.74	20.39	180.91	7.48	27.72	96.55	25	262.86	118.53	689.52
K00088	2449.53	2486.22	2464.93	2492.46	3209.94	2551.88	2349.66	2728.31	2664.9	2670.94	2377.89	2749.31	1962	2387.17	2393.52	2504.2	2179.17	2480.76	2687.96	2478.57	2100.84	2378.86	3021.69	2156.55	2773.93	2330.19	2394.85	2123.67	2733.48	2787.73	2106.53	2518.86	2189.2	1698.94	2543.66	2614.47	2226.01	2183.98	2242.72	2278.54	2659.92	2236.18	2578.55	2595.43	2734.39	2614.75	2763.57	2184.65	2150.09	2567.33	2709.63	2260.16	2471.14	2438.5	2394.02	2292.51	2625.44	2395.35	2348.36	2210.18	2422.11	2311.71	2292.33	3319.21	2499.97	2310.73	2290.31	2602.52	2455.75	2311.2	2683.38	2710.51	2193.01	2548.7	2643.77	2243.82	2391.97	2495.29	2214.75	2204.59	2162.26	1912.65	2168.76	2223.05	2049.28	2741.14	1994.81
K00090	0	0.57	16.01	12.28	50.71	0	0.29	1.29	6.12	0	0.14	0	426.15	0	9.58	1.29	0.43	12.13	11.59	0	110.58	306.83	6.43	8.14	0	1.71	33.78	7.85	41.06	1.71	0	0	11	499.86	0.14	0.14	116.79	0.5	177.26	74.43	0.71	3.71	27.7	1.25	0.43	3.57	32.58	3.71	24.36	72.58	0	36.85	92.59	44.66	5	7.43	5.71	142.23	0	1	28.13	0	0.69	25.71	40.64	10.86	0	1.43	0	4.31	109.41	129.28	63.25	10.29	74.43	0	0.57	2	49.57	116.57	0	1.14	82.57	4	183.43	0	660.98
K00091	0	1.33	4.01	5.5	43.83	3.66	2.4	3.2	4	2.67	8.17	6.33	3.75	71.67	0	5.83	0	10.67	6	3	0.63	0	59.81	3	0	3.97	0.47	10.5	4.18	7.33	2	7.4	1.67	7.33	14.83	11	0	3	0.5	1.6	3.67	24	4.6	16.67	11.2	0	45.16	8	1.2	4.06	27.67	8	1	7.31	2.17	4.83	3.58	14	0	1.33	2	0.5	11.33	12.5	7.45	40.67	9.33	0	0	20.33	41.97	4.5	0	0.2	0.94	0	0	0	0.67	6.29	1.67	3	83.29	10.33	1.75	0	0.8
K00094	0	0.57	15.87	8.41	1.14	0	0.29	0	9.6	0	0	0	425.86	0	9.58	1.29	0.43	12.13	11.59	0	110.15	306.83	1.57	8.14	0	11.54	15.28	7.85	38.01	1.71	0	0	10.86	499.86	0.14	0	96.8	0	177.14	74.43	0.71	3.28	27.7	0.85	0.43	3.57	32.58	3.71	23.29	108.72	0	36.71	91.59	22.14	5	5.57	5.71	119.14	0	1	28.13	0	0.69	19.71	40.14	10.86	7	1.43	0	1	78.27	129.28	63.25	10.29	74.29	0	0.57	2	5.17	116.28	0	1.14	2.43	4	183.43	0	660.98
K00096	183.62	88.5	47.73	100.3	1358.95	144.92	45.95	154.93	748.46	106.06	120.86	666.02	182.33	570	220.5	26.66	8.5	68.01	204.52	108.1	44.77	281.7	811	95.63	55.83	90.99	111.61	100.38	109.13	281.03	69.4	181.85	161.71	146.31	166.35	100.46	440.83	146.09	50.22	141.62	118.48	118.12	90.34	143.63	433.15	9.98	130.88	59.81	86.68	127.4	80.13	142.47	120.09	287.49	55.25	98.8	29.3	231.22	25.68	33.64	90.41	348.71	386.19	762.68	172.81	141.35	596.35	162.68	865.26	146.47	189.79	438.9	154.99	187.01	51.73	91.25	43	49.5	17.4	68.95	94.83	96.88	33.13	28.48	77.48	373.8	70.42
